Observation48,T1EB1,T1BVD,T1RE1,T1AE,T1VE,T2DB,T2BVE,T2VE,T2AE,T2VDHL2,T3EB1,T3BVD,T3RE1,T3AE,T3VE,T4EB1,T4BVE,T4RE1,T4ADBA,T4VE,T5DB,T5BVE,T5RE2S,T5AE,T5VE
Observation49,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,,,,,,,,,,,,,,,,,,,,
Observation50,T1DB,T1BVE,T1RE2S,T1ADBA,T1VE,T2DB,T2BVD,T2RE2S,T2ADBA,T2VE,T3DB,T3BVD,T3RE2S,T3AE,T3VE,,,,,,,,,,
Observation51,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,T2EB1,T2BVD,T2RE1,T2AE,T2VE,,,,,,,,,,,,,,,
Observation52,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,T2EB1,T2BVD,T2RE1,T2AE,T2VE,,,,,,,,,,,,,,,
Observation53,T1DB,T1BVE,T1RID,T1AE,T1VE,T2EB2,T2BVE,T2RE2D,T2AE,T2VE,T3EB2,T3BVE,T3RE2D,T3AE,T3VDHL2,,,,,,,,,,
Observation54,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,T2EB1,T2BVD,T2RE1,T2AE,T2VE,T3EB2,T3BVD,T3RE2S,T3AE,T3VEHL2,T4EB2,T4BVE,T4RE2D,T4AE,T4VEHL2,,,,,
Observation55,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,T2EB2,T2BVE,T2RI2,T2AE,T2VDHL2,,,,,,,,,,,,,,,
Observation56,T1EB1,T1BVD,T1RE1,T1AE,T1VE,T2EB1,T2BVE,T2RE1,T2ADBA,T2VE,,,,,,,,,,,,,,,
Observation57,T1DB,T1BVE,T1RID,T1AE,T1VE,T2EB2,T2BVE,T2RE2S,T2AE,T2VE,T3EB2,T3BVE,T3RE2D,T3ADBA,T3VDHL2,,,,,,,,,,
Observation58,T1DB,T1BVE,T1RID,T1AE,T1VE,T2EB1,T2BVE,T2RE1,T2ADBA,T2VE,,,,,,,,,,,,,,,
Observation59,T1EB1,T1BVD,T1RE1,T1AE,T1VE,T2DB,T2BVE,T2RID,T2AE,T2VE,T3EB2,T3BVE,T3RID,T3ADBA,T3VE,T4EB2,T4BVE,T4RE2S,T4ADBA,T4VE,,,,,
Observation60,T1EB1,T1BVE,T1RE1,T1ADBA,T1VE,T2EB1,T2BVE,T2RE1,T2AE,T2VDHL2B,T3EB1,T3BVE,T3RE1,T3AE,T3VE,T4DB,T4BVE,T4RI2,T4ADBA,T4VDHL2B,,,,,
